127.0.0.1 - - [01/Apr/2023:17:37:24 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:51:23 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:51:23 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:51:28 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7028
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:51:47 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:51:47 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:51:47 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 9691
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:51:47 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:51:52 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 9691
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:51:52 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:03 +0530] "GET /project_3/ctl/UserCtl HTTP/1.1" 200 17832
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:03 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:03 +0530] "GET /project_3/img/add1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:08 +0530] "GET /project_3/ctl/UserCtl HTTP/1.1" 200 17832
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:08 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:10 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17852
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:11 +0530] "GET /project_3/img/Skyimage.webp HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:12 +0530] "GET /project_3/ctl/MarksheetCtl HTTP/1.1" 200 14551
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:12 +0530] "GET /project_3/img/ishu1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:13 +0530] "GET /project_3/ctl/MarksheetListCtl HTTP/1.1" 200 12750
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:13 +0530] "GET /project_3/img/bckimage.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:15 +0530] "GET /project_3/ctl/MarksheetMeritListCtl HTTP/1.1" 200 11541
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:15 +0530] "GET /project_3/img/bckimage2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:18 +0530] "GET /project_3/ctl/GetMarksheetCtl HTTP/1.1" 200 10690
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:20 +0530] "GET /project_3/ctl/RoleCtl HTTP/1.1" 200 12445
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:21 +0530] "GET /project_3/ctl/RoleListCtl HTTP/1.1" 200 13743
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:23 +0530] "GET /project_3/ctl/CollegeCtl HTTP/1.1" 200 14128
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:25 +0530] "GET /project_3/ctl/CollegeListCtl HTTP/1.1" 200 12978
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:26 +0530] "GET /project_3/ctl/CourseCtl HTTP/1.1" 200 12990
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:27 +0530] "GET /project_3/ctl/CourseListCtl HTTP/1.1" 200 13046
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:28 +0530] "GET /project_3/ctl/StudentCtl HTTP/1.1" 200 16228
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:28 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:28 +0530] "GET /project_3/img/im1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:28 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:30 +0530] "GET /project_3/ctl/StudentListCtl HTTP/1.1" 200 13582
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:32 +0530] "GET /project_3/ctl/FacultyCtl HTTP/1.1" 200 19602
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:32 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:32 +0530] "GET /project_3/img/faculty2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:32 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:39 +0530] "GET /project_3/ctl/FacultyListCtl HTTP/1.1" 200 13158
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:39 +0530] "GET /project_3/img/faculty1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:41 +0530] "GET /project_3/ctl/TimeTableCtl HTTP/1.1" 200 17028
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:41 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:41 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:44 +0530] "GET /project_3/ctl/SubjectCtl HTTP/1.1" 200 13081
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:44 +0530] "GET /project_3/img/1291.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:47 +0530] "GET /project_3/ctl/UserCtl HTTP/1.1" 200 17832
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:47 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:51 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17852
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:52 +0530] "GET /project_3/ctl/UserCtl HTTP/1.1" 200 17832
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:52:52 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:17:53:02 +0530] "GET /project_3/LoginCtl?operation=logout HTTP/1.1" 200 7238
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:02:08 +0530] "GET /project_3/ HTTP/1.1" 200 653
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:13:20 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3714
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:13:20 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:19:37 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3708
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:19:38 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3708
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:19:39 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:19:39 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3708
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:19:39 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:19:41 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3708
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:19:41 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:20:23 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3707
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:20:23 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:20:39 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3712
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:20:39 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:21:03 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3713
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:21:03 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:21:22 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3707
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:21:22 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:22:08 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3706
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:22:08 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:22:38 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3706
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:22:38 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:23:21 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:46:49 +0530] "GET /project_3/ForgetPasswordCtl HTTP/1.1" 200 5862
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:46:49 +0530] "GET /project_3/img/pass1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:46:58 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:01 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:01 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 11964
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:01 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:01 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:04 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:06 +0530] "GET /project_3/ForgetPasswordCtl HTTP/1.1" 200 5862
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:09 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:11 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 11964
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:12 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:12 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:27 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:31 +0530] "POST /project_3/LoginCtl HTTP/1.1" 200 7057
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:47:38 +0530] "POST /project_3/LoginCtl HTTP/1.1" 200 7252
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:16 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:16 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 11964
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:16 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:16 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:18 +0530] "POST /project_3/UserRegistrationCtl HTTP/1.1" 200 12125
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:18 +0530] "POST /project_3/UserRegistrationCtl HTTP/1.1" 200 12125
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:19 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:19 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:20 +0530] "POST /project_3/UserRegistrationCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:20 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 11964
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:21 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:21 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:24 +0530] "POST /project_3/UserRegistrationCtl HTTP/1.1" 200 12114
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:24 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:24 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:27 +0530] "POST /project_3/UserRegistrationCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:27 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 11964
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:27 +0530] "POST /project_3/UserRegistrationCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:27 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 11964
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:27 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:27 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:33 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:39 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 11964
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:39 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:39 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:41 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:58:50 +0530] "POST /project_3/LoginCtl HTTP/1.1" 200 7274
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:59:01 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:59:01 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 9683
0:0:0:0:0:0:0:1 - - [01/Apr/2023:18:59:01 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:00:25 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17844
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:04:05 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17841
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:04:21 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17841
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:04:25 +0530] "GET /project_3/ctl/CollegeCtl HTTP/1.1" 200 14120
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:04:28 +0530] "GET /project_3/ctl/CollegeListCtl HTTP/1.1" 200 12970
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:04:30 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17841
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:05:06 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17844
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:05:31 +0530] "POST /project_3/ctl/UserListCtl HTTP/1.1" 200 18083
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:05:38 +0530] "POST /project_3/ctl/UserListCtl HTTP/1.1" 200 18083
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:06:14 +0530] "POST /project_3/ctl/UserListCtl HTTP/1.1" 200 18083
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:06:19 +0530] "POST /project_3/ctl/UserListCtl HTTP/1.1" 200 18083
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:06:23 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17843
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:06:26 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17843
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:06:30 +0530] "GET /project_3/ctl/UserCtl?id=11 HTTP/1.1" 200 17052
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:06:30 +0530] "GET /project_3/ctl/UserCtl?id=11 HTTP/1.1" 200 8206
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:06:30 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:07:47 +0530] "GET /project_3/ctl/UserCtl HTTP/1.1" 200 17824
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:07:47 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:07:49 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17843
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:08:09 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17843
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:08:34 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17840
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:08:58 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17841
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:09:25 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17841
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:09:30 +0530] "GET /project_3/ctl/MarksheetMeritListCtl HTTP/1.1" 200 11533
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:09:34 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17841
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:09:40 +0530] "GET /project_3/ctl/MarksheetMeritListCtl HTTP/1.1" 200 11533
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:09:44 +0530] "GET /project_3/ctl/GetMarksheetCtl HTTP/1.1" 200 10682
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:09:47 +0530] "GET /project_3/ctl/MarksheetListCtl HTTP/1.1" 200 12742
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:09:50 +0530] "GET /project_3/ctl/UserListCtl HTTP/1.1" 200 17841
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:13:14 +0530] "GET /project_3/LoginCtl?operation=logout HTTP/1.1" 200 7230
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:13:32 +0530] "GET /project_3/ HTTP/1.1" 200 653
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:20:58 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3706
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:20:58 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:21:07 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:21:27 +0530] "GET /project_3/ HTTP/1.1" 200 653
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:30:27 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3706
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:30:27 +0530] "GET /project_3/WelcomeCtl HTTP/1.1" 200 3706
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:30:27 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:34:00 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:34:07 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 11964
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:34:07 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:19:34:07 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:25:15 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 11964
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:25:15 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:25:15 +0530] "GET /resources/demos/style.css HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:25:17 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:39:12 +0530] "POST /project_3/LoginCtl HTTP/1.1" 200 7057
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:39:51 +0530] "POST /project_3/LoginCtl HTTP/1.1" 200 7258
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:44:52 +0530] "GET /project_3/ForgetPasswordCtl HTTP/1.1" 200 5862
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:44:58 +0530] "POST /project_3/ForgetPasswordCtl HTTP/1.1" 200 6082
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:45:50 +0530] "POST /project_3/ForgetPasswordCtl HTTP/1.1" 200 6082
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:45:58 +0530] "GET /project_3/LoginCtl HTTP/1.1" 200 7020
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:46:01 +0530] "POST /project_3/LoginCtl HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Apr/2023:21:46:01 +0530] "GET /project_3/UserRegistrationCtl HTTP/1.1" 200 11964
